_Year,customer_key,customer_id,customer_name,age,age_group,customer_segment,total_orders,total_sales,total_quantity_purchased,last_order_date,month_since_last_order,avg_order_value,avg_monthly_spend
2011,1916,12915,Kaitlyn Alexander,53,50 and Above,New,1,3578,1,2011-12-10 0:00,164,3578,3578
2011,1948,12947,Isaiah Sanchez,56,50 and Above,New,1,2182,1,2011-12-30 0:00,164,2182,2182
2011,2505,13504,Beth Alonso,64,50 and Above,New,1,3578,1,2011-11-15 0:00,165,3578,3578
2011,2538,13537,Jill Moreno,60,50 and Above,New,1,3578,1,2011-11-29 0:00,165,3578,3578
2011,2543,13542,Sharon Kumar,56,50 and Above,New,1,3578,1,2011-02-26 0:00,174,3578,3578
2011,2546,13545,Brad Sharma,50,50 and Above,New,1,3578,1,2011-02-11 0:00,174,3578,3578
2011,2561,13560,Andres Shan,45,40-49,New,1,3578,1,2011-03-19 0:00,173,3578,3578
2011,2571,13570,Benjamin Jackson,52,50 and Above,New,1,3578,1,2011-03-14 0:00,173,3578,3578
2011,2582,13581,Albert Blanco,73,50 and Above,New,1,3578,1,2011-01-04 0:00,175,3578,3578
2011,2601,13600,Marie Sanz,69,50 and Above,New,1,3578,1,2011-02-03 0:00,174,3578,3578
2011,2690,13689,Teresa Ramos,47,40-49,New,1,3578,1,2011-02-21 0:00,174,3578,3578
2011,2691,13690,Claudia Gao,48,40-49,New,1,3578,1,2011-02-23 0:00,174,3578,3578
2011,2785,13784,Spencer Griffin,54,50 and Above,New,1,3578,1,2011-03-08 0:00,173,3578,3578
2011,2795,13794,Mallory Martin,55,50 and Above,New,1,3578,1,2011-03-30 0:00,173,3578,3578
2011,2822,13821,Allen Lopez,57,50 and Above,New,1,3578,1,2011-03-01 0:00,173,3578,3578
2011,3140,14139,Meredith Sai,59,50 and Above,New,1,3578,1,2011-06-30 0:00,170,3578,3578
2011,3141,14140,Meagan Sai,58,50 and Above,New,1,3578,1,2011-06-06 0:00,170,3578,3578
2011,3158,14157,Willie Xu,45,40-49,New,1,3578,1,2011-04-10 0:00,172,3578,3578
2011,3161,14160,Brittney Hu,50,50 and Above,New,1,3578,1,2011-08-23 0:00,168,3578,3578
2011,3162,14161,Claudia Li,51,50 and Above,New,1,3578,1,2011-08-04 0:00,168,3578,3578
2011,3199,14198,Daisy Romero,70,50 and Above,New,1,3578,1,2011-08-15 0:00,168,3578,3578
2011,3427,14426,Madison Hughes,57,50 and Above,New,1,3578,1,2011-09-21 0:00,167,3578,3578
2011,3428,14427,Emmanuel Patel,64,50 and Above,New,1,3578,1,2011-04-06 0:00,172,3578,3578
2011,3526,14525,Claudia Sun,43,40-49,New,1,3578,1,2011-04-08 0:00,172,3578,3578
2011,3577,14576,Anna Price,46,40-49,New,1,699,1,2011-02-10 0:00,174,699,699
2011,3592,14591,Charles Harris,54,50 and Above,New,1,699,1,2011-04-07 0:00,172,699,699
2011,3603,14602,Kaylee Kelly,50,50 and Above,New,1,699,1,2011-04-06 0:00,172,699,699
2011,3640,14639,Jeremiah Howard,59,50 and Above,New,1,699,1,2011-05-15 0:00,171,699,699
2011,3646,14645,Isaac Kelly,53,50 and Above,New,1,699,1,2011-06-24 0:00,170,699,699
2011,3649,14648,Eric Evans,92,50 and Above,New,1,699,1,2011-06-15 0:00,170,699,699
2011,3650,14649,Grace Cox,48,40-49,New,1,699,1,2011-06-20 0:00,170,699,699
2011,3654,14653,Troy Fernandez,61,50 and Above,New,1,699,1,2011-07-25 0:00,169,699,699
2011,3657,14656,Bryant Fernandez,61,50 and Above,New,1,699,1,2011-07-13 0:00,169,699,699
2011,3698,14697,Nelson Jimenez,48,40-49,New,1,3578,1,2011-05-29 0:00,171,3578,3578
2011,3703,14702,Curtis Zimmerman,47,40-49,New,1,3578,1,2011-05-07 0:00,171,3578,3578
2011,3714,14713,Jon Ye,49,40-49,New,1,3578,1,2011-09-11 0:00,167,3578,3578
2011,3738,14737,Dominic Srini,66,50 and Above,New,1,699,1,2011-08-24 0:00,168,699,699
2011,3747,14746,Courtney Nelson,65,50 and Above,New,1,699,1,2011-09-06 0:00,167,699,699
2011,3754,14753,Austin Foster,46,40-49,New,1,699,1,2011-10-01 0:00,166,699,699
2011,3755,14754,Grant Pal,62,50 and Above,New,1,699,1,2011-10-05 0:00,166,699,699
2011,3757,14756,Charles Reed,63,50 and Above,New,1,699,1,2011-10-26 0:00,166,699,699
2011,3771,14770,Melvin Andersen,46,40-49,New,1,3578,1,2011-06-28 0:00,170,3578,3578
2011,3777,14776,Ronald Arthur,46,40-49,New,1,3578,1,2011-06-22 0:00,170,3578,3578
2011,3794,14793,Clayton Nath,53,50 and Above,New,1,3578,1,2011-06-08 0:00,170,3578,3578
2011,3825,14824,Miguel Baker,51,50 and Above,New,1,3578,1,2011-10-18 0:00,166,3578,3578
2011,3832,14831,Gilbert Xie,57,50 and Above,New,1,3578,1,2011-06-27 0:00,170,3578,3578
2011,3862,14861,Misty Deng,43,40-49,New,1,3578,1,2011-07-19 0:00,169,3578,3578
2011,3895,14894,James Baker,64,50 and Above,New,1,699,1,2011-11-28 0:00,165,699,699
2011,3916,14915,Katherine Howard,51,50 and Above,New,1,699,1,2011-12-10 0:00,164,699,699
2011,3953,14952,Holly Srini,55,50 and Above,New,1,3578,1,2011-11-24 0:00,165,3578,3578
2011,3968,14967,Bridget Xu,56,50 and Above,New,1,3578,1,2011-11-15 0:00,165,3578,3578
2011,3976,14975,Dalton Scott,57,50 and Above,New,1,3578,1,2011-07-11 0:00,169,3578,3578
2011,3985,14984,Regina Vance,41,40-49,New,1,3578,1,2011-07-15 0:00,169,3578,3578
2011,4052,15051,Harold McDonald,60,50 and Above,New,1,3578,1,2011-08-09 0:00,168,3578,3578
2011,4063,15062,Jaime Alonso,59,50 and Above,New,1,3578,1,2011-08-05 0:00,168,3578,3578
2011,4081,15080,Evelyn Chandra,39,30-39,New,1,3578,1,2011-12-28 0:00,164,3578,3578
2011,4098,15097,Morgan Bennett,75,50 and Above,New,1,3578,1,2011-09-15 0:00,167,3578,3578
2011,4615,15614,Faith Simmons,45,40-49,New,1,3578,1,2011-10-13 0:00,166,3578,3578
2011,4632,15631,Clayton Andersen,48,40-49,New,1,3578,1,2011-10-24 0:00,166,3578,3578
2011,4633,15632,Gloria Carlson,49,40-49,New,1,3578,1,2011-11-09 0:00,165,3578,3578
2011,4639,15638,Rosa He,78,50 and Above,New,1,3578,1,2011-11-19 0:00,165,3578,3578
2011,4661,15660,April Jai,60,50 and Above,New,1,3578,1,2011-12-17 0:00,164,3578,3578
2011,5483,16482,Tabitha Arthur,70,50 and Above,New,1,3578,1,2011-01-11 0:00,175,3578,3578
2011,5484,16483,Warren Jai,64,50 and Above,New,1,3578,1,2011-01-02 0:00,175,3578,3578
2011,5494,16493,Brenda Fernandez,66,50 and Above,New,1,3578,1,2011-01-13 0:00,175,3578,3578
2011,5496,16495,Monique Ramos,65,50 and Above,New,1,3578,1,2011-01-18 0:00,175,3578,3578
2011,5515,16514,Manuel Fernandez,40,40-49,New,1,3578,1,2011-01-10 0:00,175,3578,3578
2011,5664,16663,Rosa Lu,62,50 and Above,New,1,3578,1,2011-02-19 0:00,174,3578,3578
2011,5686,16685,Robin Dominguez,58,50 and Above,New,1,3578,1,2011-02-07 0:00,174,3578,3578
2011,5692,16691,Paula Romero,53,50 and Above,New,1,3578,1,2011-02-28 0:00,174,3578,3578
2011,5714,16713,Tony Nara,66,50 and Above,New,1,3578,1,2011-02-23 0:00,174,3578,3578
2011,5929,16928,Bryan Stewart,62,50 and Above,New,1,3578,1,2011-02-17 0:00,174,3578,3578
2011,6070,17069,Christy Zheng,46,40-49,New,1,3578,1,2011-03-12 0:00,173,3578,3578
2011,6072,17071,Tammy Raji,55,50 and Above,New,1,3578,1,2011-03-02 0:00,173,3578,3578
2011,6230,17229,Maria Watson,44,40-49,New,1,3578,1,2011-03-08 0:00,173,3578,3578
2011,6248,17247,Michael Moore,48,40-49,New,1,3578,1,2011-03-10 0:00,173,3578,3578
2011,6249,17248,Alicia Beck,48,40-49,New,1,3578,1,2011-03-13 0:00,173,3578,3578
2011,6289,17288,Dwayne Torres,50,50 and Above,New,1,3578,1,2011-03-30 0:00,173,3578,3578
2011,6311,17310,Alejandro Wang,58,50 and Above,New,1,3578,1,2011-03-02 0:00,173,3578,3578
2011,6352,17351,Terrence Sharma,78,50 and Above,New,1,3578,1,2011-03-18 0:00,173,3578,3578
2011,6354,17353,Bruce Navarro,77,50 and Above,New,1,3578,1,2011-04-11 0:00,172,3578,3578
2011,6355,17354,Ivan Garcia,76,50 and Above,New,1,3578,1,2011-04-04 0:00,172,3578,3578
2011,6726,17725,Daniel Martinez,39,30-39,New,1,3578,1,2011-04-19 0:00,172,3578,3578
2011,6729,17728,Maria Perry,42,40-49,New,1,3578,1,2011-04-01 0:00,172,3578,3578
2011,6734,17733,Alberto Gill,40,40-49,New,1,3578,1,2011-04-12 0:00,172,3578,3578
2011,6736,17735,Connor Yang,43,40-49,New,1,3578,1,2011-04-28 0:00,172,3578,3578
2011,6910,17909,Joanna Ortega,43,40-49,New,1,3578,1,2011-04-21 0:00,172,3578,3578
2011,6923,17922,Shane Schmidt,42,40-49,New,1,3578,1,2011-04-29 0:00,172,3578,3578
2011,6958,17957,Misty Yuan,49,40-49,New,1,699,1,2011-01-28 0:00,175,699,699
2011,6974,17973,Johnathan Rodriguez,41,40-49,New,1,699,1,2011-03-21 0:00,173,699,699
2011,7176,18175,Carrie Hernandez,70,50 and Above,New,1,699,1,2011-11-22 0:00,165,699,699
2011,7204,18203,Louis Kumar,47,40-49,New,1,3578,1,2011-05-11 0:00,171,3578,3578
2011,7210,18209,Ann Chandra,47,40-49,New,1,3578,1,2011-05-10 0:00,171,3578,3578
2011,7221,18220,Brent Huang,48,40-49,New,1,3578,1,2011-05-07 0:00,171,3578,3578
2011,7247,18246,Terrence Raje,49,40-49,New,1,3578,1,2011-05-12 0:00,171,3578,3578
2011,7274,18273,Natalie Moore,52,50 and Above,New,1,3578,1,2011-05-28 0:00,171,3578,3578
2011,7303,18302,Wayne Xie,56,50 and Above,New,1,3578,1,2011-06-25 0:00,170,3578,3578
2011,7304,18303,Shannon Serrano,61,50 and Above,New,1,3578,1,2011-06-17 0:00,170,3578,3578
2011,7335,18334,Edwin Ye,78,50 and Above,New,1,3578,1,2011-06-06 0:00,170,3578,3578
2011,7338,18337,Audrey Serrano,72,50 and Above,New,1,3578,1,2011-06-03 0:00,170,3578,3578
2011,7483,18482,Sharon Nara,64,50 and Above,New,1,3578,1,2011-06-21 0:00,170,3578,3578
2011,7497,18496,Vincent Zheng,56,50 and Above,New,1,3578,1,2011-06-10 0:00,170,3578,3578
2011,7635,18634,Veronica Arun,43,40-49,New,1,699,1,2011-11-10 0:00,165,699,699
2011,7694,18693,Ann Subram,51,50 and Above,New,1,3578,1,2011-06-07 0:00,170,3578,3578
2011,7696,18695,Aaron Diaz,50,50 and Above,New,1,3578,1,2011-06-01 0:00,170,3578,3578
2011,7699,18698,Jaclyn Chande,51,50 and Above,New,1,3578,1,2011-06-24 0:00,170,3578,3578
2011,7722,18721,Andy Gomez,57,50 and Above,New,1,3578,1,2011-07-15 0:00,169,3578,3578
2011,7725,18724,Denise Fernandez,41,40-49,New,1,3578,1,2011-07-22 0:00,169,3578,3578
2011,7732,18731,Brett Malhotra,61,50 and Above,New,1,3578,1,2011-07-27 0:00,169,3578,3578
2011,7736,18735,Latasha Moreno,55,50 and Above,New,1,3578,1,2011-07-11 0:00,169,3578,3578
2011,7741,18740,Adam Hill,61,50 and Above,New,1,3578,1,2011-07-08 0:00,169,3578,3578
2011,7767,18766,Francisco Sai,80,50 and Above,New,1,3578,1,2011-07-16 0:00,169,3578,3578
2011,7770,18769,Theresa Dominguez,76,50 and Above,New,1,3578,1,2011-07-18 0:00,169,3578,3578
2011,7903,18902,Steve Chen,63,50 and Above,New,1,3578,1,2011-07-20 0:00,169,3578,3578
2011,7932,18931,Rosa She,63,50 and Above,New,1,3578,1,2011-07-19 0:00,169,3578,3578
2011,8029,19028,Cedric Wang,57,50 and Above,New,1,699,1,2011-12-17 0:00,164,699,699
2011,8084,19083,Steven Rivera,45,40-49,New,1,3578,1,2011-07-16 0:00,169,3578,3578
2011,8265,19264,Kristopher Gonzalez,39,30-39,New,1,3578,1,2011-08-11 0:00,168,3578,3578
2011,8330,19329,Nancy Srini,54,50 and Above,New,1,699,1,2011-02-26 0:00,174,699,699
2011,8341,19340,Renee Dominguez,54,50 and Above,New,1,699,1,2011-04-28 0:00,172,699,699
2011,8366,19365,Wayne Shan,58,50 and Above,New,1,699,1,2011-06-21 0:00,170,699,699
2011,8416,19415,Devin Collins,54,50 and Above,New,1,699,1,2011-06-14 0:00,170,699,699
2011,8423,19422,Paula Gutierrez,49,40-49,New,1,699,1,2011-07-30 0:00,169,699,699
2011,8429,19428,Eric Turner,44,40-49,New,1,699,1,2011-07-05 0:00,169,699,699
2011,8433,19432,Armando Dominguez,45,40-49,New,1,699,1,2011-08-02 0:00,168,699,699
2011,8473,19472,Heidi Sara,51,50 and Above,New,1,699,1,2011-10-23 0:00,166,699,699
2011,8483,19482,Andy Ortega,58,50 and Above,New,1,699,1,2011-11-21 0:00,165,699,699
2011,8556,19555,Alejandro Liu,51,50 and Above,New,1,3578,1,2011-08-11 0:00,168,3578,3578
2011,8558,19557,Bridget She,51,50 and Above,New,1,3578,1,2011-08-28 0:00,168,3578,3578
2011,8561,19560,Randall Martin,44,40-49,New,1,3578,1,2011-08-07 0:00,168,3578,3578
2011,8564,19563,Robin Moreno,51,50 and Above,New,1,3578,1,2011-08-23 0:00,168,3578,3578
2011,8599,19598,Kaitlyn Powell,52,50 and Above,New,1,3578,1,2011-08-09 0:00,168,3578,3578
2011,8608,19607,Troy Subram,55,50 and Above,New,1,3578,1,2011-08-06 0:00,168,3578,3578
2011,8615,19614,Wyatt Williams,56,50 and Above,New,1,3578,1,2011-08-22 0:00,168,3578,3578
2011,8764,19763,Roger Lu,64,50 and Above,New,1,3578,1,2011-08-30 0:00,168,3578,3578
2011,8788,19787,Alex Hill,64,50 and Above,New,1,3578,1,2011-09-03 0:00,167,3578,3578
2011,8790,19789,Gloria Munoz,64,50 and Above,New,1,3578,1,2011-09-13 0:00,167,3578,3578
2011,8831,19830,Gabrielle Long,52,50 and Above,New,1,3375,1,2011-02-19 0:00,174,3375,3375
2011,8902,19901,Ronald Sara,57,50 and Above,New,1,699,1,2011-12-13 0:00,164,699,699
2011,8958,19957,Arthur Mehta,46,40-49,New,1,3578,1,2011-09-11 0:00,167,3578,3578
2011,8968,19967,Devon Deng,42,40-49,New,1,3578,1,2011-09-01 0:00,167,3578,3578
2011,8969,19968,Katrina Chande,42,40-49,New,1,3578,1,2011-10-07 0:00,166,3578,3578
2011,8971,19970,Tanya Jimenez,47,40-49,New,1,3578,1,2011-10-19 0:00,166,3578,3578
2011,8976,19975,Brittney Zhang,49,40-49,New,1,3578,1,2011-10-09 0:00,166,3578,3578
2011,9008,20007,Ashley Alexander,52,50 and Above,New,1,3375,1,2011-10-09 0:00,166,3375,3375
2011,9050,20049,Colleen Chavez,49,40-49,New,1,699,1,2011-02-05 0:00,174,699,699
2011,9153,20152,Rafael She,39,30-39,New,1,3578,1,2011-10-13 0:00,166,3578,3578
2011,9155,20154,Raul Luo,41,40-49,New,1,3578,1,2011-10-04 0:00,166,3578,3578
2011,9158,20157,Riley Reed,42,40-49,New,1,3578,1,2011-10-07 0:00,166,3578,3578
2011,9168,20167,Joe Serrano,53,50 and Above,New,1,699,1,2011-05-07 0:00,171,699,699
2011,9173,20172,Kelli Gao,55,50 and Above,New,1,699,1,2011-05-20 0:00,171,699,699
2011,9214,20213,Gina Dominguez,50,50 and Above,New,1,3578,1,2011-10-02 0:00,166,3578,3578
2011,9227,20226,Valerie She,54,50 and Above,New,1,3578,1,2011-10-11 0:00,166,3578,3578
2011,9228,20227,Louis Zhang,53,50 and Above,New,1,3578,1,2011-10-21 0:00,166,3578,3578
2011,9259,20258,Katelyn Ward,46,40-49,New,1,3578,1,2011-11-22 0:00,165,3578,3578
2011,9262,20261,Mariah Rivera,58,50 and Above,New,1,3578,1,2011-11-13 0:00,165,3578,3578
2011,9265,20264,Jay Carlson,53,50 and Above,New,1,3578,1,2011-11-23 0:00,165,3578,3578
2011,9425,20424,Marie Romero,68,50 and Above,New,1,3578,1,2011-11-03 0:00,165,3578,3578
2011,9426,20425,Sabrina Torres,62,50 and Above,New,1,3578,1,2011-11-19 0:00,165,3578,3578
2011,9448,20447,Jodi Goel,64,50 and Above,New,1,3578,1,2011-10-30 0:00,166,3578,3578
2011,9607,20606,Jocelyn Coleman,45,40-49,New,1,3578,1,2011-11-09 0:00,165,3578,3578
2011,9611,20610,Jessie Zhou,41,40-49,New,1,3578,1,2011-11-10 0:00,165,3578,3578
2011,9612,20611,Carla Sullivan,46,40-49,New,1,3578,1,2011-10-29 0:00,166,3578,3578
2011,9616,20615,Laura Wu,46,40-49,New,1,3578,1,2011-11-19 0:00,165,3578,3578
2011,9625,20624,Deborah Shan,49,40-49,New,1,3578,1,2011-12-17 0:00,164,3578,3578
2011,9630,20629,Bonnie Raje,50,50 and Above,New,1,3578,1,2011-12-04 0:00,164,3578,3578
2011,9819,20818,Rachel Powell,42,40-49,New,1,3578,1,2011-12-27 0:00,164,3578,3578
2011,9992,20991,Frederick Sai,43,40-49,New,1,3578,1,2011-12-05 0:00,164,3578,3578
2011,9993,20992,Julio Serrano,40,40-49,New,1,3578,1,2011-11-30 0:00,165,3578,3578
2011,10167,21166,Tamara Yuan,51,50 and Above,New,1,2443,1,2011-12-31 0:00,164,2443,2443
2011,10207,21206,Roberto Moreno,54,50 and Above,New,1,2182,1,2011-12-31 0:00,164,2182,2182
2011,10922,21921,Lucas Collins,58,50 and Above,New,1,3578,1,2011-02-20 0:00,174,3578,3578
2011,11110,22109,Jonathan Mitchell,66,50 and Above,New,1,3578,1,2011-03-19 0:00,173,3578,3578
2011,11113,22112,Paige Reed,65,50 and Above,New,1,3578,1,2011-03-27 0:00,173,3578,3578
2011,11121,22120,Jennifer Perry,66,50 and Above,New,1,3578,1,2011-04-28 0:00,172,3578,3578
2011,11183,22182,Madeline Parker,44,40-49,New,1,3578,1,2011-05-26 0:00,171,3578,3578
2011,11269,22268,Alexandra Barnes,50,50 and Above,New,1,3578,1,2011-06-27 0:00,170,3578,3578
2011,12058,23057,Caitlin Richardson,66,50 and Above,New,1,3578,1,2011-08-03 0:00,168,3578,3578
2011,12386,23385,Isaac Brooks,53,50 and Above,New,1,3578,1,2011-09-03 0:00,167,3578,3578
2011,12831,23830,Cameron White,47,40-49,New,1,3578,1,2011-10-13 0:00,166,3578,3578
2011,12867,23866,Xavier Flores,50,50 and Above,New,1,3578,1,2011-11-13 0:00,165,3578,3578
2011,12868,23867,Sarah Henderson,49,40-49,New,1,3578,1,2011-11-14 0:00,165,3578,3578
2011,13311,24310,Gabrielle Peterson,46,40-49,New,1,3578,1,2011-11-02 0:00,165,3578,3578
2011,13333,24332,Abigail Thompson,57,50 and Above,New,1,3578,1,2011-11-13 0:00,165,3578,3578
2011,13760,24759,Brooke Stewart,61,50 and Above,New,1,3578,1,2011-12-15 0:00,164,3578,3578
2011,14251,25250,Anthony Walker,63,50 and Above,New,1,699,1,2011-01-25 0:00,175,699,699
2011,14271,25270,Gloria Diaz,76,50 and Above,New,1,699,1,2011-01-31 0:00,175,699,699
2011,14564,25563,Natasha Serrano,42,40-49,New,1,699,1,2011-04-15 0:00,172,699,699
2011,14565,25564,Fernando Nelson,42,40-49,New,1,699,1,2011-05-15 0:00,171,699,699
2011,14568,25567,Dennis Zheng,42,40-49,New,1,699,1,2011-05-12 0:00,171,699,699
2011,14705,25704,Seth Murphy,40,40-49,New,1,699,1,2011-06-30 0:00,170,699,699
2011,14712,25711,Mario Luo,40,40-49,New,1,699,1,2011-07-18 0:00,169,699,699
2011,14822,25821,Krystal Gao,46,40-49,New,1,699,1,2011-08-25 0:00,168,699,699
2011,14832,25831,Sebastian Torres,49,40-49,New,1,699,1,2011-08-30 0:00,168,699,699
2011,14873,25872,Melanie Ross,61,50 and Above,New,1,3400,1,2011-02-12 0:00,174,3400,3400
2011,14877,25876,Noah King,72,50 and Above,New,1,3375,1,2011-02-18 0:00,174,3375,3375
2011,14889,25888,Morgan Edwards,64,50 and Above,New,1,3375,1,2011-03-09 0:00,173,3375,3375
2011,14904,25903,Marshall Rai,68,50 and Above,New,1,3375,1,2011-04-10 0:00,172,3375,3375
2011,14918,25917,Kyle Long,42,40-49,New,1,3400,1,2011-05-01 0:00,171,3400,3400
2011,14921,25920,Orlando Gutierrez,74,50 and Above,New,1,699,1,2011-10-18 0:00,166,699,699
2011,14929,25928,Mario Sharma,72,50 and Above,New,1,699,1,2011-11-03 0:00,165,699,699
2011,14942,25941,Molly Perez,69,50 and Above,New,1,699,1,2011-12-16 0:00,164,699,699
2011,14944,25943,Brianna McDonald,41,40-49,New,1,3375,1,2011-06-12 0:00,170,3375,3375
2011,14953,25952,Jon Alonso,45,40-49,New,1,3375,1,2011-06-04 0:00,170,3375,3375
2011,14963,25962,Jordyn Jenkins,41,40-49,New,1,3400,1,2011-06-29 0:00,170,3400,3400
2011,14973,25972,Jocelyn Henderson,56,50 and Above,New,1,3375,1,2011-06-02 0:00,170,3375,3375
2011,14978,25977,Jenna Lopez,46,40-49,New,1,3375,1,2011-07-03 0:00,169,3375,3375
2011,14980,25979,Miguel Edwards,51,50 and Above,New,1,3400,1,2011-07-11 0:00,169,3400,3400
2011,14999,25998,Richard Rivera,59,50 and Above,New,1,3400,1,2011-09-14 0:00,167,3400,3400
2011,15004,26003,Denise Subram,52,50 and Above,New,1,3375,1,2011-09-10 0:00,167,3375,3375
2011,15006,26005,Elizabeth Clark,59,50 and Above,New,1,3400,1,2011-09-14 0:00,167,3400,3400
2011,15013,26012,Mark Bebbington,56,50 and Above,New,1,3375,1,2011-10-08 0:00,166,3375,3375
2011,15043,26042,Devin Griffin,62,50 and Above,New,1,3375,1,2011-10-10 0:00,166,3375,3375
2011,15056,26055,Ethan Foster,49,40-49,New,1,3400,1,2011-10-20 0:00,166,3400,3400
2011,15071,26070,Elijah Patterson,64,50 and Above,New,1,3375,1,2011-11-20 0:00,165,3375,3375
2011,15076,26075,Jessica Walker,51,50 and Above,New,1,3375,1,2011-11-18 0:00,165,3375,3375
2011,15094,26093,Nicole Washington,59,50 and Above,New,1,3375,1,2011-11-21 0:00,165,3375,3375
2011,15097,26096,Kevin Wright,65,50 and Above,New,1,3400,1,2011-12-22 0:00,164,3400,3400
2011,15099,26098,Daniel Lee,84,50 and Above,New,1,3400,1,2011-12-28 0:00,164,3400,3400
2011,16602,27601,Sydney Rogers,55,50 and Above,New,1,3578,1,2011-01-02 0:00,175,3578,3578
2011,16605,27604,Richard Brooks,63,50 and Above,New,1,3578,1,2011-01-07 0:00,175,3578,3578
2011,16613,27612,Lucas Hill,47,40-49,New,1,3578,1,2011-01-03 0:00,175,3578,3578
2011,16615,27614,Warren Ye,63,50 and Above,New,1,3578,1,2011-01-16 0:00,175,3578,3578
2011,16626,27625,Alexandria Hughes,64,50 and Above,New,1,3578,1,2011-01-11 0:00,175,3578,3578
2011,16668,27667,Jessica Sanchez,65,50 and Above,New,1,3578,1,2011-01-19 0:00,175,3578,3578
2011,16672,27671,Jeremiah Martinez,67,50 and Above,New,1,3578,1,2011-01-09 0:00,175,3578,3578
2011,16679,27678,Angel Carter,68,50 and Above,New,1,3578,1,2011-02-17 0:00,174,3578,3578
2011,16682,27681,Olivia Jackson,69,50 and Above,New,1,3578,1,2011-02-15 0:00,174,3578,3578
2011,16919,27918,Samantha Ross,42,40-49,New,1,3578,1,2011-02-16 0:00,174,3578,3578
2011,16921,27920,Mary Howard,47,40-49,New,1,3578,1,2011-02-15 0:00,174,3578,3578
2011,17040,28039,Xavier Lee,66,50 and Above,New,1,3578,1,2011-02-09 0:00,174,3578,3578
2011,17063,28062,Xavier Roberts,54,50 and Above,New,1,3578,1,2011-02-27 0:00,174,3578,3578
2011,17064,28063,Gabrielle Turner,53,50 and Above,New,1,3578,1,2011-02-09 0:00,174,3578,3578
2011,17065,28064,Tamara Nath,48,40-49,New,1,3578,1,2011-02-23 0:00,174,3578,3578
2011,17067,28066,Justin Taylor,45,40-49,New,1,3578,1,2011-01-29 0:00,175,3578,3578
2011,17071,28070,Ian Morris,46,40-49,New,1,3578,1,2011-02-11 0:00,174,3578,3578
2011,17113,28112,Savannah Evans,39,30-39,New,1,3578,1,2011-03-07 0:00,173,3578,3578
2011,17149,28148,Jon Zhao,50,50 and Above,New,1,3578,1,2011-03-19 0:00,173,3578,3578
2011,17155,28154,Katherine Patterson,52,50 and Above,New,1,3578,1,2011-03-18 0:00,173,3578,3578
2011,17157,28156,Gabrielle Hall,52,50 and Above,New,1,3578,1,2011-03-01 0:00,173,3578,3578
2011,17167,28166,Cassidy Coleman,58,50 and Above,New,1,3578,1,2011-03-20 0:00,173,3578,3578
2011,17171,28170,Isabella Johnson,53,50 and Above,New,1,3578,1,2011-03-18 0:00,173,3578,3578
2011,17181,28180,Jerry Chander,52,50 and Above,New,1,3578,1,2011-03-19 0:00,173,3578,3578
2011,17186,28185,Eric Alexander,49,40-49,New,1,3578,1,2011-03-06 0:00,173,3578,3578
2011,17197,28196,Timothy Cox,62,50 and Above,New,1,3578,1,2011-04-27 0:00,172,3578,3578
2011,17198,28197,Kayla Rodriguez,56,50 and Above,New,1,3578,1,2011-08-11 0:00,168,3578,3578
2011,17241,28240,Eduardo Clark,55,50 and Above,New,1,3578,1,2011-04-13 0:00,172,3578,3578
2011,17244,28243,Marcus Cook,44,40-49,New,1,3578,1,2011-04-07 0:00,172,3578,3578
2011,17245,28244,Samantha Davis,50,50 and Above,New,1,3578,1,2011-04-07 0:00,172,3578,3578
2011,17289,28288,Marco Srini,54,50 and Above,New,1,3578,1,2011-04-27 0:00,172,3578,3578
2011,17295,28294,Alexis Jenkins,65,50 and Above,New,1,3578,1,2011-04-26 0:00,172,3578,3578
2011,17299,28298,Maria Edwards,66,50 and Above,New,1,3578,1,2011-04-11 0:00,172,3578,3578
2011,17300,28299,Jonathan Shan,52,50 and Above,New,1,3578,1,2011-04-15 0:00,172,3578,3578
2011,17340,28339,Sean Edwards,41,40-49,New,1,3578,1,2011-04-12 0:00,172,3578,3578
2011,17341,28340,Lucas Butler,41,40-49,New,1,3578,1,2011-04-17 0:00,172,3578,3578
2011,17363,28362,Kaylee Sanchez,49,40-49,New,1,3578,1,2011-04-19 0:00,172,3578,3578
2011,17584,28583,Ryan Long,66,50 and Above,New,1,3578,1,2011-04-19 0:00,172,3578,3578
2011,17585,28584,Rolando Smith,66,50 and Above,New,1,3578,1,2011-04-16 0:00,172,3578,3578
2011,17589,28588,Emma Griffin,66,50 and Above,New,1,3578,1,2011-04-13 0:00,172,3578,3578
2011,17636,28635,Levi Gonzalez,41,40-49,New,1,3578,1,2011-05-17 0:00,171,3578,3578
2011,17644,28643,Xavier Gray,43,40-49,New,1,3578,1,2011-05-19 0:00,171,3578,3578
2011,17645,28644,Martha Chow,43,40-49,New,1,3578,1,2011-05-12 0:00,171,3578,3578
2011,17647,28646,Alexis Moore,48,40-49,New,1,3578,1,2011-08-20 0:00,168,3578,3578
2011,17650,28649,Nathan Martinez,47,40-49,New,1,3578,1,2011-05-24 0:00,171,3578,3578
2011,17673,28672,Blake Johnson,44,40-49,New,1,3578,1,2011-05-07 0:00,171,3578,3578
2011,17766,28765,Abigail Gonzales,46,40-49,New,1,3578,1,2011-05-11 0:00,171,3578,3578
